topic,chinese,japanese,indonesian,zh_ratio_in_ja,zh_ratio_in_id,has_mixed_lang
云计算基础,部署云原生前，需先完成云计算基础和故障恢复的准备工作。,云原生をデプロイする前に、云计算基础と故障恢复の準備作業を完了する必要があります。,"Sebelum menyebarkan 云原生, perlu menyelesaikan persiapan 云计算基础 dan 故障恢复 terlebih dahulu.",0.5121951219512195,0.13953488372093023,True
故障排查指南,部署Pod前，需先完成故障排查指南和资源调度的准备工作。,ポッドをデプロイする前に、故障排查指南と资源调度の準備作業を完了する必要があります。,"Sebelum menyebarkan Pod, perlu menyelesaikan persiapan 故障排查指南 dan 资源调度 terlebih dahulu.",0.4523809523809524,0.11494252873563218,True
故障排查指南,优化安全组的性能，需要调整故障排查指南和批量处理参数。,セキュリティグループのパフォーマンスを最適化するには、故障排查指南と批量处理パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja grup keamanan, perlu menyesuaikan parameter 故障排查指南 dan 批量处理.",0.30357142857142855,0.11235955056179775,True
负载均衡配置,配置Kubernetes时，需要注意负载均衡配置和安全防护的兼容性。,クバネテスを設定する場合、负载均衡配置と安全防护の互換性に注意する必要があります。,"Saat mengkonfigurasi Kubernetes, perlu diperhatikan kompatibilitas antara 负载均衡配置 dan 安全防护.",0.5121951219512195,0.1111111111111111,True
对象存储使用,配置Object时，需要注意对象存储使用和资源调度的兼容性。,オブジェクトを設定する場合、对象存储使用と资源调度の互換性に注意する必要があります。,"Saat mengkonfigurasi Objek, perlu diperhatikan kompatibilitas antara 对象存储使用 dan 资源调度.",0.5,0.11764705882352941,True
故障排查指南,配置Object时，需要注意故障排查指南和性能监控的兼容性。,オブジェクトを設定する場合、故障排查指南と性能监控の互換性に注意する必要があります。,"Saat mengkonfigurasi Objek, perlu diperhatikan kompatibilitas antara 故障排查指南 dan 性能监控.",0.5,0.11764705882352941,True
容器服务部署,Docker的主要作用是容器服务部署，适用于批量处理场景。,ドッカーの主な役割は容器服务部署であり、批量处理のシナリオに適しています。,"Peran utama Docker adalah 容器服务部署, yang cocok untuk skenario 批量处理.",0.3783783783783784,0.15384615384615385,True
云计算基础,优化分布式存储的性能，需要调整云计算基础和性能监控参数。,分散ストレージのパフォーマンスを最適化するには、云计算基础と性能监控パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja penyimpanan terdistribusi, perlu menyesuaikan parameter 云计算基础 dan 性能监控.",0.34615384615384615,0.09,True
监控告警配置,通过弹性计算接口，可以实现监控告警配置的性能监控操作。,弾性コンピューティングインターフェースを介して、监控告警配置の性能监控操作を実現することができます。,"Melalui antarmuka komputasi elastis, dapat mengimplementasikan operasi 监控告警配置 pada 性能监控.",0.34,0.11363636363636363,True
安全防护设置,优化实例的性能，需要调整安全防护设置和故障恢复参数。,インスタンスのパフォーマンスを最適化するには、安全防护设置と故障恢复パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja instance, perlu menyesuaikan parameter 安全防护设置 dan 故障恢复.",0.3269230769230769,0.11904761904761904,True
容器服务部署,配置Deployment时，需要注意容器服务部署和数据存储的兼容性。,Deploymentを設定する場合、容器服务部署と数据存储の互換性に注意する必要があります。,"Saat mengkonfigurasi Deployment, perlu diperhatikan kompatibilitas antara 容器服务部署 dan 数据存储.",0.45652173913043476,0.1111111111111111,True
对象存储使用,访问密钥是对象存储使用中的核心组件，用于实现故障恢复功能。,アクセスキーは对象存储使用のコアコンポーネントであり、故障恢复機能を実現するために使用されます。,kunci akses adalah komponen inti dalam 对象存储使用 yang digunakan untuk mengimplementasikan fungsi 故障恢复.,0.3333333333333333,0.10101010101010101,True
API接口调用,通过虚拟机接口，可以实现API接口调用的故障恢复操作。,仮想マシンインターフェースを介して、API接口调用の故障恢复操作を実現することができます。,"Melalui antarmuka mesin virtual, dapat mengimplementasikan operasi API接口调用 pada 故障恢复.",0.3333333333333333,0.09411764705882353,True
API接口调用,访问密钥的优势在于API接口调用，相比传统方式可降低安全防护成本。,アクセスキーの利点はAPI接口调用にあり、従来の方法に比べて安全防护コストを削減できます。,"Kelebihan kunci akses terletak pada API接口调用, yang dapat mengurangi biaya 安全防护 dibandingkan metode tradisional.",0.37777777777777777,0.07272727272727272,True
故障排查指南,通过Docker接口，可以实现故障排查指南的故障恢复操作。,ドッカーインターフェースを介して、故障排查指南の故障恢复操作を実現することができます。,"Melalui antarmuka Docker, dapat mengimplementasikan operasi 故障排查指南 pada 故障恢复.",0.3488372093023256,0.12987012987012986,True
云服务器操作,排查安全组相关故障时，应优先检查云服务器操作和性能监控。,セキュリティグループ関連の障害を調査する場合、云服务器操作と性能监控を優先的に確認すべきです。,"Saat memecahkan masalah terkait grup keamanan, sebaiknya periksa 云服务器操作 dan 性能监控 terlebih dahulu.",0.48936170212765956,0.10309278350515463,True
云计算基础,部署弹性计算前，需先完成云计算基础和批量处理的准备工作。,弾性コンピューティングをデプロイする前に、云计算基础と批量处理の準備作業を完了する必要があります。,"Sebelum menyebarkan komputasi elastis, perlu menyelesaikan persiapan 云计算基础 dan 批量处理 terlebih dahulu.",0.40816326530612246,0.09,True
API接口调用,部署Object前，需先完成API接口调用和故障恢复的准备工作。,オブジェクトをデプロイする前に、API接口调用と故障恢复の準備作業を完了する必要があります。,"Sebelum menyebarkan Objek, perlu menyelesaikan persiapan API接口调用 dan 故障恢复 terlebih dahulu.",0.3695652173913043,0.08888888888888889,True
故障排查指南,分布式存储是故障排查指南中的核心组件，用于实现性能监控功能。,分散ストレージは故障排查指南のコアコンポーネントであり、性能监控機能を実現するために使用されます。,penyimpanan terdistribusi adalah komponen inti dalam 故障排查指南 yang digunakan untuk mengimplementasikan fungsi 性能监控.,0.3673469387755102,0.08849557522123894,True
故障排查指南,在虚拟机场景下，使用故障排查指南可以有效提升数据存储效率。,仮想マシンのシナリオでは、故障排查指南を使用することで数据存储効率を効果的に向上させることができます。,"Dalam skenario mesin virtual, penggunaan 故障排查指南 dapat meningkatkan efisiensi 数据存储 secara efektif.",0.4117647058823529,0.10309278350515463,True
故障排查指南,弹性计算是故障排查指南中的核心组件，用于实现安全防护功能。,弾性コンピューティングは故障排查指南のコアコンポーネントであり、安全防护機能を実現するために使用されます。,komputasi elastis adalah komponen inti dalam 故障排查指南 yang digunakan untuk mengimplementasikan fungsi 安全防护.,0.33962264150943394,0.09523809523809523,True
云服务器操作,优化实例的性能，需要调整云服务器操作和安全防护参数。,インスタンスのパフォーマンスを最適化するには、云服务器操作と安全防护パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja instance, perlu menyesuaikan parameter 云服务器操作 dan 安全防护.",0.3269230769230769,0.11904761904761904,True
负载均衡配置,排查虚拟机相关故障时，应优先检查负载均衡配置和故障恢复。,仮想マシン関連の障害を調査する場合、负载均衡配置と故障恢复を優先的に確認すべきです。,"Saat memecahkan masalah terkait mesin virtual, sebaiknya periksa 负载均衡配置 dan 故障恢复 terlebih dahulu.",0.5952380952380952,0.10309278350515463,True
对象存储使用,部署Object前，需先完成对象存储使用和数据存储的准备工作。,オブジェクトをデプロイする前に、对象存储使用と数据存储の準備作業を完了する必要があります。,"Sebelum menyebarkan Objek, perlu menyelesaikan persiapan 对象存储使用 dan 数据存储 terlebih dahulu.",0.4222222222222222,0.11235955056179775,True
监控告警配置,分布式存储是监控告警配置中的核心组件，用于实现故障恢复功能。,分散ストレージは监控告警配置のコアコンポーネントであり、故障恢复機能を実現するために使用されます。,penyimpanan terdistribusi adalah komponen inti dalam 监控告警配置 yang digunakan untuk mengimplementasikan fungsi 故障恢复.,0.3673469387755102,0.08849557522123894,True
云计算基础,排查节点相关故障时，应优先检查云计算基础和数据存储。,节点関連の障害を調査する場合、云计算基础と数据存储を優先的に確認すべきです。,"Saat memecahkan masalah terkait 节点, sebaiknya periksa 云计算基础 dan 数据存储 terlebih dahulu.",0.631578947368421,0.12941176470588237,True
容器服务部署,部署镜像仓库前，需先完成容器服务部署和批量处理的准备工作。,镜像仓库をデプロイする前に、容器服务部署と批量处理の準備作業を完了する必要があります。,"Sebelum menyebarkan 镜像仓库, perlu menyelesaikan persiapan 容器服务部署 dan 批量处理 terlebih dahulu.",0.5348837209302325,0.1590909090909091,True
云服务器操作,重启支持云服务器操作和批量处理两种模式，满足不同业务需求。,重启は云服务器操作と批量处理の2つのモードをサポートし、異なる業務ニーズを満たします。,"重启 mendukung dua mode yaitu 云服务器操作 dan 批量处理, memenuhi kebutuhan bisnis yang berbeda.",0.37209302325581395,0.14285714285714285,True
故障排查指南,Object支持故障排查指南和批量处理两种模式，满足不同业务需求。,オブジェクトは故障排查指南と批量处理の2つのモードをサポートし、異なる業務ニーズを満たします。,"Objek mendukung dua mode yaitu 故障排查指南 dan 批量处理, memenuhi kebutuhan bisnis yang berbeda.",0.2978723404255319,0.11494252873563218,True
数据库运维,事务支持数据库运维和批量处理两种模式，满足不同业务需求。,事务は数据库运维と批量处理の2つのモードをサポートし、異なる業務ニーズを満たします。,"事务 mendukung dua mode yaitu 数据库运维 dan 批量处理, memenuhi kebutuhan bisnis yang berbeda.",0.35714285714285715,0.13253012048192772,True
负载均衡配置,安全组的优势在于负载均衡配置，相比传统方式可降低批量处理成本。,セキュリティグループの利点は负载均衡配置にあり、従来の方法に比べて批量处理コストを削減できます。,"Kelebihan grup keamanan terletak pada 负载均衡配置, yang dapat mengurangi biaya 批量处理 dibandingkan metode tradisional.",0.3958333333333333,0.09009009009009009,True
负载均衡配置,在访问密钥场景下，使用负载均衡配置可以有效提升故障恢复效率。,アクセスキーのシナリオでは、负载均衡配置を使用することで故障恢复効率を効果的に向上させることができます。,"Dalam skenario kunci akses, penggunaan 负载均衡配置 dapat meningkatkan efisiensi 故障恢复 secara efektif.",0.36538461538461536,0.10526315789473684,True
云服务器操作,部署快照前，需先完成云服务器操作和批量处理的准备工作。,快照をデプロイする前に、云服务器操作と批量处理の準備作業を完了する必要があります。,"Sebelum menyebarkan 快照, perlu menyelesaikan persiapan 云服务器操作 dan 批量处理 terlebih dahulu.",0.5121951219512195,0.13953488372093023,True
故障排查指南,优化安全组的性能，需要调整故障排查指南和故障恢复参数。,セキュリティグループのパフォーマンスを最適化するには、故障排查指南と故障恢复パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja grup keamanan, perlu menyesuaikan parameter 故障排查指南 dan 故障恢复.",0.30357142857142855,0.11235955056179775,True
容器服务部署,Docker的优势在于容器服务部署，相比传统方式可降低资源调度成本。,ドッカーの利点は容器服务部署にあり、従来の方法に比べて资源调度コストを削減できます。,"Kelebihan Docker terletak pada 容器服务部署, yang dapat mengurangi biaya 资源调度 dibandingkan metode tradisional.",0.4523809523809524,0.09615384615384616,True
云服务器操作,排查实例相关故障时，应优先检查云服务器操作和资源调度。,インスタンス関連の障害を調査する場合、云服务器操作と资源调度を優先的に確認すべきです。,"Saat memecahkan masalah terkait instance, sebaiknya periksa 云服务器操作 dan 资源调度 terlebih dahulu.",0.5348837209302325,0.10869565217391304,True
云计算基础,排查节点相关故障时，应优先检查云计算基础和安全防护。,节点関連の障害を調査する場合、云计算基础と安全防护を優先的に確認すべきです。,"Saat memecahkan masalah terkait 节点, sebaiknya periksa 云计算基础 dan 安全防护 terlebih dahulu.",0.631578947368421,0.12941176470588237,True
数据库运维,通过实例扩容接口，可以实现数据库运维的批量处理操作。,实例扩容インターフェースを介して、数据库运维の批量处理操作を実現することができます。,"Melalui antarmuka 实例扩容, dapat mengimplementasikan operasi 数据库运维 pada 批量处理.",0.42857142857142855,0.17567567567567569,True
数据库运维,实例扩容的主要作用是数据库运维，适用于性能监控场景。,实例扩容の主な役割は数据库运维であり、性能监控のシナリオに適しています。,"Peran utama 实例扩容 adalah 数据库运维, yang cocok untuk skenario 性能监控.",0.4722222222222222,0.20967741935483872,True
云计算基础,弹性计算的主要作用是云计算基础，适用于安全防护场景。,弾性コンピューティングの主な役割は云计算基础であり、安全防护のシナリオに適しています。,"Peran utama komputasi elastis adalah 云计算基础, yang cocok untuk skenario 安全防护.",0.3488372093023256,0.12,True
数据库运维,备份恢复支持数据库运维和性能监控两种模式，满足不同业务需求。,备份恢复は数据库运维と性能监控の2つのモードをサポートし、異なる業務ニーズを満たします。,"备份恢复 mendukung dua mode yaitu 数据库运维 dan 性能监控, memenuhi kebutuhan bisnis yang berbeda.",0.38636363636363635,0.15294117647058825,True
故障排查指南,Bucket的主要作用是故障排查指南，适用于批量处理场景。,バケットの主な役割は故障排查指南であり、批量处理のシナリオに適しています。,"Peran utama Bucket adalah 故障排查指南, yang cocok untuk skenario 批量处理.",0.3783783783783784,0.15384615384615385,True
对象存储使用,优化访问密钥的性能，需要调整对象存储使用和性能监控参数。,アクセスキーのパフォーマンスを最適化するには、对象存储使用と性能监控パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja kunci akses, perlu menyesuaikan parameter 对象存储使用 dan 性能监控.",0.3269230769230769,0.11494252873563218,True
云服务器操作,部署带宽前，需先完成云服务器操作和资源调度的准备工作。,带宽をデプロイする前に、云服务器操作と资源调度の準備作業を完了する必要があります。,"Sebelum menyebarkan 带宽, perlu menyelesaikan persiapan 云服务器操作 dan 资源调度 terlebih dahulu.",0.5121951219512195,0.13953488372093023,True
故障排查指南,配置镜像时，需要注意故障排查指南和安全防护的兼容性。,イメージを設定する場合、故障排查指南と安全防护の互換性に注意する必要があります。,"Saat mengkonfigurasi gambar, perlu diperhatikan kompatibilitas antara 故障排查指南 dan 安全防护.",0.525,0.11627906976744186,True
负载均衡配置,实例的主要作用是负载均衡配置，适用于批量处理场景。,インスタンスの主な役割は负载均衡配置であり、批量处理のシナリオに適しています。,"Peran utama instance adalah 负载均衡配置, yang cocok untuk skenario 批量处理.",0.358974358974359,0.14925373134328357,True
对象存储使用,部署生命周期前，需先完成对象存储使用和数据存储的准备工作。,生命周期をデプロイする前に、对象存储使用と数据存储の準備作業を完了する必要があります。,"Sebelum menyebarkan 生命周期, perlu menyelesaikan persiapan 对象存储使用 dan 数据存储 terlebih dahulu.",0.5348837209302325,0.1590909090909091,True
监控告警配置,Kubernetes支持监控告警配置和批量处理两种模式，满足不同业务需求。,クバネテスは监控告警配置と批量处理の2つのモードをサポートし、異なる業務ニーズを満たします。,"Kubernetes mendukung dua mode yaitu 监控告警配置 dan 批量处理, memenuhi kebutuhan bisnis yang berbeda.",0.30434782608695654,0.10869565217391304,True
API接口调用,弹性计算支持API接口调用和数据存储两种模式，满足不同业务需求。,弾性コンピューティングはAPI接口调用と数据存储の2つのモードをサポートし、異なる業務ニーズを満たします。,"komputasi elastis mendukung dua mode yaitu API接口调用 dan 数据存储, memenuhi kebutuhan bisnis yang berbeda.",0.2641509433962264,0.08,True
数据库运维,优化实例扩容的性能，需要调整数据库运维和数据存储参数。,实例扩容のパフォーマンスを最適化するには、数据库运维と数据存储パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja 实例扩容, perlu menyesuaikan parameter 数据库运维 dan 数据存储.",0.40816326530612246,0.16455696202531644,True
故障排查指南,排查虚拟机相关故障时，应优先检查故障排查指南和安全防护。,仮想マシン関連の障害を調査する場合、故障排查指南と安全防护を優先的に確認すべきです。,"Saat memecahkan masalah terkait mesin virtual, sebaiknya periksa 故障排查指南 dan 安全防护 terlebih dahulu.",0.5952380952380952,0.10309278350515463,True
故障排查指南,排查镜像相关故障时，应优先检查故障排查指南和数据存储。,イメージ関連の障害を調査する場合、故障排查指南と数据存储を優先的に確認すべきです。,"Saat memecahkan masalah terkait gambar, sebaiknya periksa 故障排查指南 dan 数据存储 terlebih dahulu.",0.5609756097560976,0.1111111111111111,True
API接口调用,优化弹性计算的性能，需要调整API接口调用和故障恢复参数。,弾性コンピューティングのパフォーマンスを最適化するには、API接口调用と故障恢复パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja komputasi elastis, perlu menyesuaikan parameter API接口调用 dan 故障恢复.",0.29310344827586204,0.0851063829787234,True
容器服务部署,镜像仓库的优势在于容器服务部署，相比传统方式可降低资源调度成本。,镜像仓库の利点は容器服务部署にあり、従来の方法に比べて资源调度コストを削減できます。,"Kelebihan 镜像仓库 terletak pada 容器服务部署, yang dapat mengurangi biaya 资源调度 dibandingkan metode tradisional.",0.5476190476190477,0.13725490196078433,True
云服务器操作,镜像的优势在于云服务器操作，相比传统方式可降低性能监控成本。,イメージの利点は云服务器操作にあり、従来の方法に比べて性能监控コストを削減できます。,"Kelebihan gambar terletak pada 云服务器操作, yang dapat mengurangi biaya 性能监控 dibandingkan metode tradisional.",0.4523809523809524,0.09615384615384616,True
云计算基础,排查虚拟化相关故障时，应优先检查云计算基础和故障恢复。,虚拟化関連の障害を調査する場合、云计算基础と故障恢复を優先的に確認すべきです。,"Saat memecahkan masalah terkait 虚拟化, sebaiknya periksa 云计算基础 dan 故障恢复 terlebih dahulu.",0.6410256410256411,0.13953488372093023,True
监控告警配置,优化Pod的性能，需要调整监控告警配置和数据存储参数。,ポッドのパフォーマンスを最適化するには、监控告警配置と数据存储パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja Pod, perlu menyesuaikan parameter 监控告警配置 dan 数据存储.",0.3469387755102041,0.12658227848101267,True
对象存储使用,排查跨域访问相关故障时，应优先检查对象存储使用和数据存储。,跨域访问関連の障害を調査する場合、对象存储使用と数据存储を優先的に確認すべきです。,"Saat memecahkan masalah terkait 跨域访问, sebaiknya periksa 对象存储使用 dan 数据存储 terlebih dahulu.",0.6585365853658537,0.1590909090909091,True
API接口调用,实例的优势在于API接口调用，相比传统方式可降低资源调度成本。,インスタンスの利点はAPI接口调用にあり、従来の方法に比べて资源调度コストを削減できます。,"Kelebihan instance terletak pada API接口调用, yang dapat mengurangi biaya 资源调度 dibandingkan metode tradisional.",0.37777777777777777,0.07476635514018691,True
负载均衡配置,安全组的优势在于负载均衡配置，相比传统方式可降低安全防护成本。,セキュリティグループの利点は负载均衡配置にあり、従来の方法に比べて安全防护コストを削減できます。,"Kelebihan grup keamanan terletak pada 负载均衡配置, yang dapat mengurangi biaya 安全防护 dibandingkan metode tradisional.",0.3958333333333333,0.09009009009009009,True
故障排查指南,优化Docker的性能，需要调整故障排查指南和安全防护参数。,ドッカーのパフォーマンスを最適化するには、故障排查指南と安全防护パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja Docker, perlu menyesuaikan parameter 故障排查指南 dan 安全防护.",0.34,0.12195121951219512,True
容器服务部署,Docker的优势在于容器服务部署，相比传统方式可降低安全防护成本。,ドッカーの利点は容器服务部署にあり、従来の方法に比べて安全防护コストを削減できます。,"Kelebihan Docker terletak pada 容器服务部署, yang dapat mengurangi biaya 安全防护 dibandingkan metode tradisional.",0.4523809523809524,0.09615384615384616,True
故障排查指南,镜像是故障排查指南中的核心组件，用于实现故障恢复功能。,イメージは故障排查指南のコアコンポーネントであり、故障恢复機能を実現するために使用されます。,gambar adalah komponen inti dalam 故障排查指南 yang digunakan untuk mengimplementasikan fungsi 故障恢复.,0.34782608695652173,0.10638297872340426,True
安全防护设置,优化访问密钥的性能，需要调整安全防护设置和性能监控参数。,アクセスキーのパフォーマンスを最適化するには、安全防护设置と性能监控パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja kunci akses, perlu menyesuaikan parameter 安全防护设置 dan 性能监控.",0.3269230769230769,0.11494252873563218,True
故障排查指南,分布式存储的主要作用是故障排查指南，适用于安全防护场景。,分散ストレージの主な役割は故障排查指南であり、安全防护のシナリオに適しています。,"Peran utama penyimpanan terdistribusi adalah 故障排查指南, yang cocok untuk skenario 安全防护.",0.4,0.11904761904761904,True
故障排查指南,优化Object的性能，需要调整故障排查指南和数据存储参数。,オブジェクトのパフォーマンスを最適化するには、故障排查指南と数据存储パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja Objek, perlu menyesuaikan parameter 故障排查指南 dan 数据存储.",0.3269230769230769,0.12345679012345678,True
云服务器操作,配置快照时，需要注意云服务器操作和数据存储的兼容性。,快照を設定する場合、云服务器操作と数据存储の互換性に注意する必要があります。,"Saat mengkonfigurasi 快照, perlu diperhatikan kompatibilitas antara 云服务器操作 dan 数据存储.",0.6052631578947368,0.14634146341463414,True
负载均衡配置,Docker是负载均衡配置中的核心组件，用于实现资源调度功能。,ドッカーは负载均衡配置のコアコンポーネントであり、资源调度機能を実現するために使用されます。,Docker adalah komponen inti dalam 负载均衡配置 yang digunakan untuk mengimplementasikan fungsi 资源调度.,0.34782608695652173,0.10638297872340426,True
API接口调用,部署Docker前，需先完成API接口调用和故障恢复的准备工作。,ドッカーをデプロイする前に、API接口调用と故障恢复の準備作業を完了する必要があります。,"Sebelum menyebarkan Docker, perlu menyelesaikan persiapan API接口调用 dan 故障恢复 terlebih dahulu.",0.38636363636363635,0.08791208791208792,True
监控告警配置,安全组的主要作用是监控告警配置，适用于故障恢复场景。,セキュリティグループの主な役割は监控告警配置であり、故障恢复のシナリオに適しています。,"Peran utama grup keamanan adalah 监控告警配置, yang cocok untuk skenario 故障恢复.",0.32558139534883723,0.1388888888888889,True
API接口调用,排查实例相关故障时，应优先检查API接口调用和资源调度。,インスタンス関連の障害を調査する場合、API接口调用と资源调度を優先的に確認すべきです。,"Saat memecahkan masalah terkait instance, sebaiknya periksa API接口调用 dan 资源调度 terlebih dahulu.",0.4772727272727273,0.08602150537634409,True
容器服务部署,容器网络的优势在于容器服务部署，相比传统方式可降低故障恢复成本。,容器网络の利点は容器服务部署にあり、従来の方法に比べて故障恢复コストを削減できます。,"Kelebihan 容器网络 terletak pada 容器服务部署, yang dapat mengurangi biaya 故障恢复 dibandingkan metode tradisional.",0.5476190476190477,0.13725490196078433,True
云计算基础,算力支持云计算基础和数据存储两种模式，满足不同业务需求。,算力は云计算基础と数据存储の2つのモードをサポートし、異なる業務ニーズを満たします。,"算力 mendukung dua mode yaitu 云计算基础 dan 数据存储, memenuhi kebutuhan bisnis yang berbeda.",0.35714285714285715,0.13253012048192772,True
负载均衡配置,Docker支持负载均衡配置和安全防护两种模式，满足不同业务需求。,ドッカーは负载均衡配置と安全防护の2つのモードをサポートし、異なる業務ニーズを満たします。,"Docker mendukung dua mode yaitu 负载均衡配置 dan 安全防护, memenuhi kebutuhan bisnis yang berbeda.",0.3111111111111111,0.11363636363636363,True
容器服务部署,在容器网络场景下，使用容器服务部署可以有效提升批量处理效率。,容器网络のシナリオでは、容器服务部署を使用することで批量处理効率を効果的に向上させることができます。,"Dalam skenario 容器网络, penggunaan 容器服务部署 dapat meningkatkan efisiensi 批量处理 secara efektif.",0.46,0.1590909090909091,True
容器服务部署,Deployment的主要作用是容器服务部署，适用于故障恢复场景。,Deploymentの主な役割は容器服务部署であり、故障恢复のシナリオに適しています。,"Peran utama Deployment adalah 容器服务部署, yang cocok untuk skenario 故障恢复.",0.32558139534883723,0.14492753623188406,True
对象存储使用,通过Bucket接口，可以实现对象存储使用的资源调度操作。,バケットインターフェースを介して、对象存储使用の资源调度操作を実現することができます。,"Melalui antarmuka Bucket, dapat mengimplementasikan operasi 对象存储使用 pada 资源调度.",0.3488372093023256,0.12987012987012986,True
API接口调用,配置Object时，需要注意API接口调用和故障恢复的兼容性。,オブジェクトを設定する場合、API接口调用と故障恢复の互換性に注意する必要があります。,"Saat mengkonfigurasi Objek, perlu diperhatikan kompatibilitas antara API接口调用 dan 故障恢复.",0.4418604651162791,0.09302325581395349,True
云服务器操作,在快照场景下，使用云服务器操作可以有效提升性能监控效率。,快照のシナリオでは、云服务器操作を使用することで性能监控効率を効果的に向上させることができます。,"Dalam skenario 快照, penggunaan 云服务器操作 dapat meningkatkan efisiensi 性能监控 secara efektif.",0.4375,0.13953488372093023,True
API接口调用,Bucket的主要作用是API接口调用，适用于性能监控场景。,バケットの主な役割はAPI接口调用であり、性能监控のシナリオに適しています。,"Peran utama Bucket adalah API接口调用, yang cocok untuk skenario 性能监控.",0.3157894736842105,0.12121212121212122,True
云服务器操作,镜像是云服务器操作中的核心组件，用于实现批量处理功能。,イメージは云服务器操作のコアコンポーネントであり、批量处理機能を実現するために使用されます。,gambar adalah komponen inti dalam 云服务器操作 yang digunakan untuk mengimplementasikan fungsi 批量处理.,0.34782608695652173,0.10638297872340426,True
监控告警配置,访问密钥支持监控告警配置和批量处理两种模式，满足不同业务需求。,アクセスキーは监控告警配置と批量处理の2つのモードをサポートし、異なる業務ニーズを満たします。,"kunci akses mendukung dua mode yaitu 监控告警配置 dan 批量处理, memenuhi kebutuhan bisnis yang berbeda.",0.2978723404255319,0.10752688172043011,True
安全防护设置,弹性计算的优势在于安全防护设置，相比传统方式可降低资源调度成本。,弾性コンピューティングの利点は安全防护设置にあり、従来の方法に比べて资源调度コストを削減できます。,"Kelebihan komputasi elastis terletak pada 安全防护设置, yang dapat mengurangi biaya 资源调度 dibandingkan metode tradisional.",0.42857142857142855,0.08695652173913043,True
监控告警配置,在访问密钥场景下，使用监控告警配置可以有效提升故障恢复效率。,アクセスキーのシナリオでは、监控告警配置を使用することで故障恢复効率を効果的に向上させることができます。,"Dalam skenario kunci akses, penggunaan 监控告警配置 dapat meningkatkan efisiensi 故障恢复 secara efektif.",0.36538461538461536,0.10526315789473684,True
云计算基础,排查虚拟机相关故障时，应优先检查云计算基础和安全防护。,仮想マシン関連の障害を調査する場合、云计算基础と安全防护を優先的に確認すべきです。,"Saat memecahkan masalah terkait mesin virtual, sebaiknya periksa 云计算基础 dan 安全防护 terlebih dahulu.",0.5853658536585366,0.09375,True
负载均衡配置,Docker的主要作用是负载均衡配置，适用于安全防护场景。,ドッカーの主な役割は负载均衡配置であり、安全防护のシナリオに適しています。,"Peran utama Docker adalah 负载均衡配置, yang cocok untuk skenario 安全防护.",0.3783783783783784,0.15384615384615385,True
监控告警配置,排查Kubernetes相关故障时，应优先检查监控告警配置和性能监控。,クバネテス関連の障害を調査する場合、监控告警配置と性能监控を優先的に確認すべきです。,"Saat memecahkan masalah terkait Kubernetes, sebaiknya periksa 监控告警配置 dan 性能监控 terlebih dahulu.",0.5476190476190477,0.10638297872340426,True
负载均衡配置,部署Bucket前，需先完成负载均衡配置和批量处理的准备工作。,バケットをデプロイする前に、负载均衡配置と批量处理の準備作業を完了する必要があります。,"Sebelum menyebarkan Bucket, perlu menyelesaikan persiapan 负载均衡配置 dan 批量处理 terlebih dahulu.",0.4418604651162791,0.1111111111111111,True
故障排查指南,优化访问密钥的性能，需要调整故障排查指南和数据存储参数。,アクセスキーのパフォーマンスを最適化するには、故障排查指南と数据存储パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja kunci akses, perlu menyesuaikan parameter 故障排查指南 dan 数据存储.",0.3269230769230769,0.11494252873563218,True
负载均衡配置,通过分布式存储接口，可以实现负载均衡配置的安全防护操作。,分散ストレージインターフェースを介して、负载均衡配置の安全防护操作を実現することができます。,"Melalui antarmuka penyimpanan terdistribusi, dapat mengimplementasikan operasi 负载均衡配置 pada 安全防护.",0.3695652173913043,0.10416666666666667,True
API接口调用,排查虚拟机相关故障时，应优先检查API接口调用和资源调度。,仮想マシン関連の障害を調査する場合、API接口调用と资源调度を優先的に確認すべきです。,"Saat memecahkan masalah terkait mesin virtual, sebaiknya periksa API接口调用 dan 资源调度 terlebih dahulu.",0.5348837209302325,0.08163265306122448,True
监控告警配置,通过Pod接口，可以实现监控告警配置的故障恢复操作。,ポッドインターフェースを介して、监控告警配置の故障恢复操作を実現することができます。,"Melalui antarmuka Pod, dapat mengimplementasikan operasi 监控告警配置 pada 故障恢复.",0.35714285714285715,0.13513513513513514,True
对象存储使用,跨域访问支持对象存储使用和批量处理两种模式，满足不同业务需求。,跨域访问は对象存储使用と批量处理の2つのモードをサポートし、異なる業務ニーズを満たします。,"跨域访问 mendukung dua mode yaitu 对象存储使用 dan 批量处理, memenuhi kebutuhan bisnis yang berbeda.",0.4,0.16279069767441862,True
